('2010-10-2!0', 0)
('2010-10-2!1', 33)
('2010-10-2!10', 40)
('2010-10-2!11', 55)
('2010-10-2!12', 12)
('2010-10-2!13', 26)
('2010-10-2!15', 15)
('2010-10-2!16', 16)
('2010-10-2!17', 51)
('2010-10-2!18', 18)
('2010-10-2!19', 57)
('2010-10-2!2', 58)
('2010-10-2!20', 20)
('2010-10-2!21', 21)
('2010-10-2!27', 27)
('2010-10-2!29', 29)
('2010-10-2!3', 45)
('2010-10-2!31', 31)
('2010-10-2!35', 35)
('2010-10-2!39', 39)
('2010-10-2!4', 68)
('2010-10-2!5', 60)
('2010-10-2!6', 54)
('2010-10-2!7', 42)
('2010-10-2!8', 80)
('2010-10-2!9', 27)
('2010-10-20!0', 0)
('2010-10-20!1', 35)
('2010-10-20!10', 20)
('2010-10-20!11', 22)
('2010-10-20!12', 24)
('2010-10-20!13', 26)
('2010-10-20!16', 16)
('2010-10-20!19', 19)
('2010-10-20!2', 58)
('2010-10-20!21', 21)
('2010-10-20!23', 23)
('2010-10-20!3', 45)
('2010-10-20!4', 52)
('2010-10-20!5', 45)
('2010-10-20!6', 18)
('2010-10-20!7', 21)
('2010-10-20!8', 16)
('2010-10-20!9', 54)
('2010-10-21!0', 0)
('2010-10-21!1', 39)
('2010-10-21!10', 30)
('2010-10-21!11', 22)
('2010-10-21!13', 13)
('2010-10-21!16', 32)
('2010-10-21!17', 17)
('2010-10-21!19', 19)
('2010-10-21!2', 68)
('2010-10-21!20', 20)
('2010-10-21!21', 21)
('2010-10-21!23', 23)
('2010-10-21!3', 57)
('2010-10-21!4', 64)
('2010-10-21!5', 30)
('2010-10-21!6', 54)
('2010-10-21!7', 63)
('2010-10-21!8', 24)
('2010-10-22!0', 0)
('2010-10-22!1', 31)
('2010-10-22!10', 20)
('2010-10-22!12', 48)
('2010-10-22!14', 42)
('2010-10-22!15', 15)
('2010-10-22!17', 17)
('2010-10-22!19', 38)
('2010-10-22!2', 44)
('2010-10-22!21', 21)
('2010-10-22!3', 45)
('2010-10-22!31', 31)
('2010-10-22!34', 34)
('2010-10-22!4', 64)
('2010-10-22!5', 30)
('2010-10-22!6', 48)
('2010-10-22!7', 28)
('2010-10-22!8', 24)
('2010-10-22!9', 36)
('2010-10-23!0', 0)
('2010-10-23!1', 39)
('2010-10-23!10', 50)
('2010-10-23!11', 22)
('2010-10-23!12', 24)
('2010-10-23!13', 65)
('2010-10-23!14', 28)
('2010-10-23!15', 30)
('2010-10-23!16', 16)
('2010-10-23!17', 17)
('2010-10-23!18', 18)
('2010-10-23!19', 19)
('2010-10-23!2', 76)
('2010-10-23!22', 22)
('2010-10-23!23', 23)
('2010-10-23!25', 25)
('2010-10-23!27', 27)
('2010-10-23!29', 29)
('2010-10-23!3', 36)
('2010-10-23!4', 48)
('2010-10-23!5', 65)
('2010-10-23!6', 42)
('2010-10-23!7', 21)
('2010-10-23!8', 8)
('2010-10-23!9', 72)
('2010-10-24!0', 0)
('2010-10-24!1', 12)
('2010-10-24!2', 4)
('2010-10-24!3', 12)
('2010-10-24!4', 4)
('2010-10-24!5', 10)
('2010-10-24!6', 12)
('2010-10-24!7', 7)
('2010-10-25!0', 0)
('2010-10-25!1', 40)
('2010-10-25!10', 20)
('2010-10-25!11', 44)
('2010-10-25!12', 12)
('2010-10-25!13', 26)
('2010-10-25!14', 42)
('2010-10-25!15', 15)
('2010-10-25!16', 16)
('2010-10-25!2', 56)
('2010-10-25!3', 39)
('2010-10-25!4', 44)
('2010-10-25!5', 15)
('2010-10-25!6', 36)
('2010-10-25!7', 49)
('2010-10-25!8', 40)
('2010-10-25!9', 9)
('2010-10-26!0', 0)
('2010-10-26!1', 44)
('2010-10-26!10', 10)
('2010-10-26!12', 24)
('2010-10-26!13', 26)
('2010-10-26!15', 15)
('2010-10-26!16', 16)
('2010-10-26!17', 17)
('2010-10-26!2', 42)
('2010-10-26!20', 20)
('2010-10-26!22', 22)
('2010-10-26!3', 72)
('2010-10-26!4', 44)
('2010-10-26!5', 45)
('2010-10-26!6', 36)
('2010-10-26!7', 56)
('2010-10-26!79', 79)
('2010-10-26!8', 8)
('2010-10-26!9', 18)
('2010-10-27!0', 0)
('2010-10-27!1', 38)
('2010-10-27!10', 30)
('2010-10-27!11', 11)
('2010-10-27!14', 14)
('2010-10-27!15', 15)
('2010-10-27!16', 16)
('2010-10-27!2', 52)
('2010-10-27!22', 22)
('2010-10-27!25', 25)
('2010-10-27!28', 28)
('2010-10-27!29', 29)
('2010-10-27!3', 69)
('2010-10-27!35', 35)
('2010-10-27!4', 48)
('2010-10-27!5', 75)
('2010-10-27!6', 42)
('2010-10-27!7', 21)
('2010-10-27!8', 24)
('2010-10-27!9', 18)
('2010-10-28!0', 0)
('2010-10-28!1', 41)
('2010-10-28!10', 10)
('2010-10-28!11', 22)
('2010-10-28!18', 18)
